,Rank,Company,Revenues  ($ millions),Profits  ($ millions),Year
3,4,Intl. Business Machines,69018.0,6020.0,1991
4,5,Mobil,58770.0,1929.0,1991
5,6,General Electric,58414.0,4303.0,1991
6,7,Altria Group,44323.0,3540.0,1991
7,8,Texaco,41235.0,1450.0,1991
8,9,DuPont,39839.0,2310.0,1991
9,10,ChevronTexaco,39262.0,2157.0,1991
10,11,Chrysler,30868.0,68.0,1991
11,12,Amoco,28277.0,1913.0,1991
12,13,Boeing,27595.0,1385.0,1991
13,14,Shell Oil,24423.0,1036.0,1991
14,15,Procter & Gamble,24376.0,1602.0,1991
15,16,Occidental Petroleum,21947.0,-1695.0,1991
16,17,United Technologies,21783.2,750.6,1991
17,18,Dow Chemical,20005.0,1384.0,1991
18,19,Marathon Oil,19462.0,818.0,1991
19,20,Eastman Kodak,19075.0,703.0,1991
20,21,Atlantic Richfield,18819.0,2011.0,1991
21,22,Xerox,18382.0,243.0,1991
22,23,PepsiCo,17802.7,1076.9,1991
23,24,McDonnell Douglas,16351.0,306.0,1991
24,25,ConAgra Foods,15517.7,231.7,1991
25,26,Tenneco Automotive,14893.0,561.0,1991
26,27,ConocoPhillips,13939.0,779.0,1991
27,28,Nabisco Group Holdings,13879.0,-429.0,1991
28,29,Hewlett-Packard,13233.0,739.0,1991
29,30,Digital Equipment,13084.5,74.4,1991
30,31,3M,13021.0,1308.0,1991
31,32,International Paper,12960.0,569.0,1991
32,33,CBS,12915.0,268.0,1991
33,34,Georgia-Pacific,12665.0,365.0,1991
34,35,Rockwell Automation,12442.5,624.3,1991
35,36,Honeywell Intl.,12396.0,462.0,1991
36,37,Sunoco,11909.0,229.0,1991
37,38,Sara Lee,11652.0,470.3,1991
38,39,Caterpillar,11540.0,210.0,1991
39,40,Goodyear Tire & Rubber,11453.1,-38.3,1991
40,41,Johnson & Johnson,11232.0,1143.0,1991
41,42,Motorola,10885.0,499.0,1991
42,43,Alcoa,10865.1,295.2,1991
43,44,Anheuser-Busch,10750.6,842.4,1991
44,45,Unocal,10740.0,401.0,1991
45,46,Bristol-Myers Squibb,10509.0,1748.0,1991
46,47,Coca-Cola,10406.3,1381.9,1991
47,48,General Dynamics,10182.0,-578.0,1991
48,49,Unisys,10111.3,-436.7,1991
49,50,Lockheed Martin,9977.0,335.0,1991
50,51,Coastal,9593.1,225.6,1991
51,52,Raytheon,9362.3,557.3,1991
52,53,Monsanto,9047.0,546.0,1991
53,54,Weyerhaeuser,9024.3,393.7,1991
54,55,Unilever U.S.,8680.1,3.9,1991
55,56,Ashland,8554.4,182.1,1991
56,57,Fortune Brands,8270.3,596.0,1991
57,58,TRW,8169.0,208.0,1991
58,59,Baxter International,8148.0,40.0,1991
59,60,Textron,7917.6,283.0,1991
60,61,Archer Daniels Midland,7893.5,483.5,1991
61,62,Deere,7881.0,411.1,1991
62,63,Merck,7824.1,1781.2,1991
63,64,Borden Chemical,7632.8,363.6,1991
64,65,Union Carbide,7621.0,308.0,1991
65,66,Emerson Electric,7573.4,613.2,1991
66,67,Ralston Purina,7133.2,396.3,1991
67,68,Amerada Hess,7081.1,482.7,1991
68,69,Honeywell,6985.2,381.9,1991
69,70,Wyeth,6917.2,1230.6,1991
70,71,Sealed Air,6774.7,202.8,1991
71,72,Whirlpool,6647.0,72.0,1991
72,73,Texas Instruments,6604.0,-39.0,1991
73,74,Pfizer,6599.7,801.2,1991
74,75,Hanson Industries NA,6558.3,456.4,1991
75,76,Lyondell Chemical,6508.0,356.0,1991
76,77,General Mills,6486.7,381.4,1991
77,78,Kimberly-Clark,6447.9,432.1,1991
78,79,NCR,6395.0,369.0,1991
79,80,LTV,6229.3,70.9,1991
80,81,Campbell Soup,6223.4,4.4,1991
81,82,Cooper Industries,6222.2,361.4,1991
82,83,Abbott Laboratories,6210.3,965.8,1991
83,84,Martin Marietta,6142.7,327.6,1991
84,85,North American Philips,6119.0,-645.7,1991
85,86,PPG Industries,6118.4,474.8,1991
86,87,H.J. Heinz,6112.4,504.5,1991
87,88,Reynolds Metals,6075.7,296.6,1991
88,89,Bayer Corporation,5903.7,149.2,1991
89,90,Hoechst Celanese,5881.0,201.0,1991
90,91,Bestfoods,5800.4,373.9,1991
91,92,Stone Container,5770.4,95.4,1991
92,93,Quaker Oats,5744.2,169.0,1991
93,94,Colgate-Palmolive,5740.2,321.0,1991
94,95,Apple Computer,5558.4,474.9,1991
95,96,Northrop Grumman,5492.6,210.4,1991
96,97,Fort James,5422.7,78.2,1991
97,98,Scott Paper,5390.9,148.0,1991
98,99,BASF,5381.2,N.A.,1991
99,100,Litton Industries,5273.0,178.8,1991
0,101,Dana,5225.5,75.6,1991
1,102,Kellogg,5199.2,502.8,1991
2,103,Eli Lilly,5191.6,1127.3,1991
3,104,Champion International,5159.0,222.6,1991
4,105,Level 3 Communications,5092.0,80.0,1991
5,106,Bethlehem Steel,4929.1,-463.5,1991
6,107,Black & Decker,4876.9,51.1,1991
7,108,American Cyanamid,4821.5,352.8,1991
8,109,Mead,4796.1,38.5,1991
9,110,Warner-Lambert,4769.1,484.9,1991
10,111,Dresser Industries,4528.1,184.4,1991
11,112,Johnson Controls,4515.3,92.4,1991
12,113,Gillette,4394.0,367.9,1991
13,114,Chiquita Brands Intl.,4304.3,93.9,1991
14,115,Beatrice,4279.0,55.0,1991
15,116,Levi Strauss,4247.1,251.2,1991
16,117,Whitman,4230.7,19.3,1991
17,118,OfficeMax,4189.5,75.3,1991
18,119,Intel,4124.6,650.3,1991
19,120,Eaton,4100.0,179.0,1991
20,121,Owens-Illinois,4070.6,-56.2,1991
21,122,Grumman,4041.3,85.6,1991
22,123,Coca-Cola Enterprises,4040.6,93.4,1991
23,124,FINA,3979.0,125.5,1991
24,125,Ryerson Tull,3870.4,-20.6,1991
25,126,Navistar International,3854.0,-11.0,1991
26,127,Tyson Foods,3827.2,120.0,1991
27,128,AMAX,3810.5,225.9,1991
28,129,Kerr-McGee,3799.0,150.0,1991
29,130,Teledyne,3762.3,94.8,1991
30,131,FMC,3754.8,155.3,1991
31,132,Ingersoll-Rand,3737.8,185.3,1991
32,133,American Standard,3649.3,-97.2,1991
33,134,Collins & Aikman,3649.0,233.9,1991
34,135,Times Mirror,3633.2,180.5,1991
35,136,Compaq Computer,3625.7,454.9,1991
36,137,Agway,3607.9,N.A.,1991
37,138,Avon Products,3508.8,195.3,1991
38,139,R.R. Donnelley & Sons,3497.9,225.8,1991
39,140,Cummins,3461.8,-137.7,1991
40,141,Gannett,3452.3,377.0,1991
41,142,J.E. Seagram,3411.6,560.9,1991
42,143,Farmland Industries,3379.1,N.A.,1991
43,144,Schering-Plough,3322.9,565.1,1991
44,145,Pitney Bowes,3267.0,213.3,1991
45,146,Masco,3234.6,138.8,1991
46,147,Hercules,3219.6,96.0,1991
47,148,Owens Corning,3111.0,73.0,1991
48,149,Harris,3098.5,130.7,1991
49,150,Crown Holdings,3080.4,107.1,1991
50,151,Maytag,3056.8,98.9,1991
51,152,AMP,3043.6,287.1,1991
52,153,Pharmacia,3032.7,455.7,1991
53,154,Corning,2980.4,292.0,1991
54,155,Rhone-Poulenc Rorer,2962.1,1.0,1991
55,156,Engelhard,2942.2,70.3,1991
56,157,Smurfit-Stone Container,2912.6,21.8,1991
57,158,Air Products & Chem.,2910.0,229.9,1991
58,159,Union Camp,2839.7,229.6,1991
59,160,Rohm & Haas,2836.0,206.8,1991
60,161,Paccar,2817.7,63.7,1991
61,162,Universal,2815.1,45.1,1991
62,163,Premark International,2731.9,52.0,1991
63,164,Hershey Foods,2717.3,215.9,1991
64,165,Mapco,2708.0,130.0,1991
65,166,Diamond Shamrock,2707.9,77.5,1991
66,167,Hormel Foods,2681.2,77.1,1991
67,168,Phelps Dodge,2645.1,454.9,1991
68,169,Wang Laboratories,2634.7,-715.9,1991
69,170,Berkshire Hathaway,2625.0,394.0,1991
70,171,VF,2624.0,81.1,1991
71,172,Quantum Chemical,2617.8,21.2,1991
72,173,Baker Hughes,2614.3,142.2,1991
73,174,Olin,2614.0,84.0,1991
74,175,Avery Dennison,2590.2,5.9,1991
75,176,Illinois Tool Works,2550.8,182.4,1991
76,177,Armstrong Holdings,2535.6,141.0,1991
77,178,Ethyl,2513.8,232.2,1991
78,179,Parker Hannifin,2512.3,111.5,1991
79,180,National Steel,2507.6,21.8,1991
80,181,Sun Microsystems,2480.7,111.2,1991
81,182,PerkinElmer,2478.5,74.0,1991
82,183,Brunswick,2477.6,70.9,1991
83,184,Goodrich,2458.9,136.3,1991
84,185,Westvaco,2435.8,188.2,1991
85,186,Great American Mgmt. & Inv.,2435.4,47.6,1991
86,187,Seagate Technology,2431.4,117.2,1991
87,188,Land O'Lakes,2414.8,N.A.,1991
88,189,Temple-Inland,2401.2,232.5,1991
89,190,Maxxam,2390.9,161.9,1991
90,191,Tribune,2369.5,-63.5,1991
91,192,Pennzoil,2366.4,93.8,1991
92,193,McDermott,2327.3,35.8,1991
93,194,Knight-Ridder,2312.7,149.0,1991
94,195,Burlington Industries Equity,2290.5,-81.0,1991
95,196,Sherwin-Williams,2281.8,122.7,1991
96,197,Manville,2272.2,110.7,1991
97,198,Sequa,2242.7,32.7,1991
98,199,Asarco,2241.7,149.1,1991
99,200,Dover,2234.1,155.7,1991
0,201,Furniture Brands Intl.,2224.5,35.2,1991
1,202,AMDAHL,2220.2,184.0,1991
2,203,Tosco,2167.1,123.2,1991
3,204,Penn Central,2154.3,97.8,1991
4,205,Tyco International,2102.7,119.1,1991
5,206,USG,2102.0,-90.0,1991
6,207,Intl. Multifoods,2080.0,25.3,1991
7,208,Crown Central,2063.9,26.0,1991
8,209,Reader's Digest Assn.,2055.8,176.0,1991
9,210,Murphy Oil,2051.8,114.0,1991
10,211,Oryx Energy,2041.0,225.0,1991
11,212,Becton Dickinson,2012.7,182.3,1991
12,213,Polaroid,1991.4,151.0,1991
13,214,Dean Foods,1989.9,61.2,1991
14,215,Stanley Works,1977.0,107.0,1991
15,216,Aeroquip-Vickers,1955.4,45.5,1991
16,217,Central Soya,1950.2,23.3,1991
17,218,McGraw-Hill,1938.6,172.5,1991
18,219,Willamette Industries,1904.9,129.6,1991
19,220,Tandem Computers,1882.0,121.8,1991
20,221,Burlington Resources,1880.6,228.9,1991
21,222,Springs Industries,1879.1,-6.8,1991
22,223,Cyprus Amax Minerals,1874.7,111.0,1991
23,224,Henley Group,1871.0,-54.0,1991
24,225,Molson Coors Brewing,1867.5,38.9,1991
25,226,MID-AMERICA DAIRYMEN,1862.6,N.A.,1991
26,227,Louisiana-Pacific,1817.2,91.1,1991
27,228,Valhi,1811.4,74.6,1991
28,229,E-SYSTEMS,1810.2,85.6,1991
29,230,Joy Global,1803.6,73.1,1991
30,231,GenCorp,1797.0,63.0,1991
31,232,ARMCO,1788.0,-89.5,1991
32,233,General Signal,1787.2,-32.9,1991
33,234,New York Times,1776.8,64.8,1991
34,235,Arvin Industries,1769.6,34.3,1991
35,236,Harsco,1766.7,72.5,1991
36,237,Liz Claiborne,1754.7,205.8,1991
37,238,Control Data,1730.7,2.7,1991
38,239,Dow Jones,1727.6,106.9,1991
39,240,Dow Corning,1718.3,171.1,1991
40,241,Timken,1701.0,55.2,1991
41,242,Cabot,1684.7,71.0,1991
42,243,National Semiconductor,1675.0,-25.0,1991
43,244,Square D,1669.5,120.7,1991
44,245,Sonoco Products,1669.1,50.4,1991
45,246,Sundstrand,1656.5,114.3,1991
46,247,Morton International,1656.5,134.8,1991
47,248,Witco,1650.7,68.0,1991
48,249,National Service Industries,1647.8,99.7,1991
49,250,Freeport-McMoran,1618.1,313.6,1991
50,251,DR Holdings Inc. of Delaware,1615.1,-135.4,1991
51,252,Echlin,1607.2,47.2,1991
52,253,Lorillard,1605.3,482.8,1991
53,254,Metaldyne,1602.8,-16.2,1991
54,255,Lafarge,1598.1,50.0,1991
55,256,Fleetwood Enterprises,1563.2,55.0,1991
56,257,Reliance Electric,1547.0,48.0,1991
57,258,Rubbermaid,1539.4,143.5,1991
58,259,Hasbro,1520.0,89.2,1991
59,260,Coltec Industries,1517.1,132.8,1991
60,261,Clorox,1501.7,153.6,1991
61,262,Nucor,1482.9,75.1,1991
62,263,Shaw Industries,1475.4,65.4,1991
63,264,Mattel,1470.6,91.2,1991
64,265,Clark Equipment,1465.3,60.3,1991
65,266,Lubrizol,1463.2,190.0,1991
66,267,Washington Post,1460.0,174.6,1991
67,268,York International,1448.9,12.8,1991
68,269,Imcera Group,1443.8,56.5,1991
69,270,Crane,1439.5,62.7,1991
70,271,Fruit of the Loom,1426.8,77.1,1991
71,272,Inspiration Resources,1424.1,-108.5,1991
72,273,Deluxe,1422.9,172.2,1991
73,274,Harcourt Brace Jovanovich,1414.5,-80.9,1991
74,275,Zenith Electronics,1414.5,-63.3,1991
75,276,Tektronix,1412.3,-92.6,1991
76,277,Walter Industries,1411.9,-68.9,1991
77,278,General Instrument,1399.5,98.7,1991
78,279,Nacco Industries,1395.2,30.9,1991
79,280,Bausch & Lomb,1386.3,131.4,1991
80,281,Bowater,1383.8,78.4,1991
81,282,Federal Paper Board,1370.1,118.2,1991
82,283,Figgie International,1361.4,39.7,1991
83,284,Ball,1357.2,50.2,1991
84,285,Conner Peripherals,1351.1,130.1,1991
85,286,Tecumseh Products,1340.1,14.2,1991
86,287,Duracell International,1336.8,5.8,1991
87,288,McCormick,1335.8,69.4,1991
88,289,Varian Associates,1333.4,-4.1,1991
89,290,Union Texas,1332.5,116.0,1991
90,291,Trinity Industries,1310.9,38.2,1991
91,292,Hartmarx,1310.1,-61.5,1991
92,293,American Greetings,1309.0,72.2,1991
93,294,Loral,1308.4,78.2,1991
94,295,E.W. Scripps,1296.6,48.0,1991
95,296,Amoskeag,1276.5,-19.5,1991
96,297,Potlatch,1269.3,98.6,1991
97,298,Alliant Techsystems,1247.7,24.4,1991
98,299,Triarc,1239.0,-11.5,1991
99,300,Nalco Chemical,1230.9,131.1,1991
0,301,Data General,1223.1,-139.8,1991
1,302,Savannah Foods & Industries,1217.9,48.6,1991
2,303,WestPoint Stevens,1213.6,-47.8,1991
3,304,Weirton Steel,1200.3,0.3,1991
4,305,Cyclops Industries,1199.2,-3.0,1991
5,306,Gold Kist Holdings,1192.9,N.A.,1991
6,307,Thiokol,1191.6,41.4,1991
7,308,SCI Systems,1184.6,2.3,1991
8,309,Fort Howard,1181.9,-106.2,1991
9,310,Pentair,1178.3,33.0,1991
10,311,Storage Technology,1176.6,69.3,1991
11,312,Valero Energy,1168.9,94.7,1991
12,313,Gerber Products,1150.8,94.1,1991
13,314,Outboard Marine,1145.6,-75.5,1991
14,315,Federal-Mogul,1138.6,9.2,1991
15,316,Ferro,1137.7,19.4,1991
16,317,Raychem,1135.6,-111.4,1991
17,318,Bemis,1130.1,50.9,1991
18,319,Wm. Wrigley Jr.,1123.5,117.4,1991
19,320,M.A. Hanna,1119.7,55.9,1991
20,321,Great Lakes Chemical,1113.5,140.8,1991
21,322,IMC Global,1111.0,82.6,1991
22,323,ITT Rayonier,1107.1,65.9,1991
23,324,Hillenbrand Industries,1106.6,75.7,1991
24,325,Vulcan Materials,1105.3,120.3,1991
25,326,Interstate Bakeries,1104.8,-7.2,1991
26,327,Wheeling Pittsburgh,1102.5,-51.0,1991
27,328,Domino Sugar,1093.0,N.A.,1991
28,329,Rohr,1091.9,N.A.,1991
29,330,Leggett & Platt,1088.6,29.4,1991
30,331,First Brands,1086.6,49.6,1991
31,332,Allegheny Technologies,1084.9,68.9,1991
32,333,Holnam,1078.5,-28.0,1991
33,334,Advanced Micro Devices,1076.1,-53.6,1991
34,335,Newell Rubbermaid,1072.6,101.3,1991
35,336,Western Digital,1070.5,24.2,1991
36,337,Nortek,1068.0,-38.1,1991
37,338,Lear,1067.9,-20.6,1991
38,339,Magnetek,1055.4,33.2,1991
39,340,Intergraph,1053.9,62.6,1991
40,341,Terex,1036.8,15.5,1991
41,342,Brown-Forman,1023.8,92.5,1991
42,343,Imo Industries,1022.0,21.2,1991
43,344,Dresser-Rand,1019.1,N.A.,1991
44,345,Tesoro,1006.5,22.7,1991
45,346,Briggs & Stratton,1003.4,35.4,1991
46,347,Essex Group,994.3,30.4,1991
47,348,A.O. Smith,983.6,30.5,1991
48,349,Consolidated Papers,966.3,142.5,1991
49,350,Intl. Flavors & Frag.,962.8,156.7,1991
50,351,Worthington Industries,952.4,53.2,1991
51,352,Pittway,946.9,24.1,1991
52,353,Standard Commercial,945.1,-4.9,1991
53,354,Snap-On,935.1,100.8,1991
54,355,Georgia Gulf,934.6,95.3,1991
55,356,GAF,932.0,-10.4,1991
56,357,Philips Industries,931.6,-12.7,1991
57,358,Foodbrands America,926.0,-19.6,1991
58,359,Mark IV Industries,920.2,71.6,1991
59,360,Dexter,920.2,42.1,1991
60,361,Ocean Spray,915.1,N.A.,1991
61,362,Mueller Industries,910.0,N.A.,1991
62,363,CF Industries,903.1,N.A.,1991
63,364,Cooper Tire & Rubber,896.8,66.5,1991
64,365,Allergan,891.0,81.4,1991
65,366,Louisiana Land & Exploration,884.8,54.9,1991
66,367,Amsted Industries,882.6,23.3,1991
67,368,Sunbeam/Oster,880.2,116.2,1991
68,369,AM International,878.9,-41.5,1991
69,370,Crystal Brands,876.1,28.9,1991
70,371,Valmont Industries,874.9,15.5,1991
71,372,Fairchild,874.6,1.5,1991
72,373,Quaker State,874.0,19.6,1991
73,374,Cincinnati Milacron,873.7,-24.3,1991
74,375,Herman Miller,869.5,46.6,1991
75,376,Harley-Davidson,866.3,37.8,1991
76,377,Leslie Fay,858.8,29.1,1991
77,378,Smithfield Foods,853.4,7.1,1991
78,379,AG Processing,850.2,N.A.,1991
79,380,Applera,846.4,44.2,1991
80,381,Flowers Industries,843.5,29.3,1991
81,382,Medtronic,841.6,108.7,1991
82,383,Chesapeake,841.2,16.7,1991
83,384,Danaher,840.0,35.7,1991
84,385,Universal Foods,838.9,49.4,1991
85,386,Nerco,829.6,80.1,1991
86,387,Wellman,827.8,61.6,1991
87,388,Kaman,826.9,19.2,1991
88,389,Cray Research,823.7,113.0,1991
89,390,Beckman Coulter,823.2,36.2,1991
90,391,JPS Textile Group,821.7,-33.6,1991
91,392,Interlake,820.2,-21.8,1991
92,393,Lincoln Electric Holdings,811.2,11.1,1991
93,394,Gitano Group,809.6,8.0,1991
94,395,Uniroyal Chemical,809.1,-66.0,1991
95,396,Alberto-Culver,795.8,35.0,1991
96,397,H.B. Fuller,792.2,21.1,1991
97,398,Tonka,788.5,-43.9,1991
98,399,Jostens,787.5,60.2,1991
99,400,C.R. Bard,785.3,40.3,1991
0,401,Magma Copper,783.1,84.4,1991
1,402,Kellwood,779.9,14.0,1991
2,403,DIMON,768.4,12.0,1991
3,404,UST,755.4,223.3,1991
4,405,Avondale Industries,755.0,-25.8,1991
5,406,Toro,750.9,16.6,1991
6,407,Anacomp,747.6,9.6,1991
7,408,Meredith,736.1,-26.4,1991
8,409,Helene Curtis Industries,736.0,16.8,1991
9,410,Commerce Clearing House,734.9,40.7,1991
10,411,Phillips-Van Heusen,734.5,24.2,1991
11,412,Hubbell,734.0,86.0,1991
12,413,Tri Valley Growers,729.5,N.A.,1991
13,414,Pilgrim's Pride,724.2,15.6,1991
14,415,Thermo Electron,723.1,33.9,1991
15,416,Imperial Sugar,720.8,18.0,1991
16,417,Vista Chemical,720.4,63.3,1991
17,418,Gaylord Container,718.3,-23.2,1991
18,419,Standard Register,716.4,21.8,1991
19,420,Finevest Foods,716.0,N.A.,1991
20,421,Russell,713.8,67.9,1991
21,422,Millipore,709.9,27.8,1991
22,423,SPX,708.2,17.7,1991
23,424,International Controls,707.9,7.5,1991
24,425,Horsehead Industries,707.0,131.0,1991
25,426,Eagle-Picher Industries,700.6,39.4,1991
26,427,Newmont Mining,700.3,342.6,1991
27,428,Exide Technologies,694.2,-20.4,1991
28,429,Maxus Energy,690.1,7.3,1991
29,430,Longview Fibre,686.0,61.1,1991
30,431,Lukens,685.4,44.2,1991
31,432,Cone Mills,683.7,3.0,1991
32,433,A. Schulman,681.1,36.1,1991
33,434,Stanhome,675.7,51.1,1991
34,435,Natl. Coop. Refinery Assn.,675.2,N.A.,1991
35,436,Ametek,671.3,37.3,1991
36,437,Thorn Apple Valley,669.9,-4.6,1991
37,438,LSI Logic,668.0,-33.0,1991
38,439,HNI,666.8,43.2,1991
39,440,Hudson Foods,666.7,8.7,1991
40,441,Prairie Farms Dairy,659.9,N.A.,1991
41,442,Silgan Holdings,658.1,2.9,1991
42,443,Mitchell Energy & Devel.,658.0,30.5,1991
43,444,Texas Industries,656.9,-7.3,1991
44,445,Insilco,653.9,-494.0,1991
45,446,Standard Products,653.3,11.8,1991
46,447,Quanex,650.3,28.0,1991
47,448,Riceland Foods,643.9,N.A.,1991
48,449,Sealy,641.6,-50.2,1991
49,450,Tambrands,639.3,97.8,1991
50,451,St. Joe Paper,637.9,41.3,1991
51,452,P.H. Glatfelter,633.4,88.3,1991
52,453,Banta,629.3,18.2,1991
53,454,NCH,628.4,39.8,1991
54,455,Carlisle,625.4,22.7,1991
55,456,Interface,623.5,23.6,1991
56,457,Bell & Howell,621.0,-12.5,1991
57,458,Kimball International,619.9,43.5,1991
58,459,Scientific-Atlanta,619.6,44.3,1991
59,460,UIS,618.6,31.0,1991
60,461,SSMC,613.7,44.5,1991
61,462,Media General,613.2,25.5,1991
62,463,Lone Star Technologies,611.9,45.6,1991
63,464,Zurn Industries,610.6,28.3,1991
64,465,Stewart & Stevenson Svcs.,604.9,27.3,1991
65,466,Baroid,603.6,44.0,1991
66,467,Betz Laboratories,601.7,65.5,1991
67,468,Molex,601.2,62.1,1991
68,469,Chemed,600.5,16.6,1991
69,470,Reynolds & Reynolds,599.1,24.4,1991
70,471,Thomas & Betts,599.0,48.4,1991
71,472,Bandag,595.9,78.8,1991
72,473,La-Z-Boy,594.8,28.3,1991
73,474,Warnaco Group,593.8,5.3,1991
74,475,Nashua,592.5,20.8,1991
75,476,Safety-Kleen,592.3,55.2,1991
76,477,Kennametal,590.2,32.1,1991
77,478,Carpenter Technology,584.4,45.0,1991
78,479,Sun-Diamond Growers,581.7,N.A.,1991
79,480,Robertson-Ceco,581.4,-12.7,1991
80,481,Pall,575.6,66.2,1991
81,482,Applied Materials,572.1,34.1,1991
82,483,Valspar,571.4,26.7,1991
83,484,Handy & Harman,571.1,9.7,1991
84,485,Carter-Wallace,568.3,50.3,1991
85,486,Loctite,567.4,67.4,1991
86,487,Southdown,565.9,13.4,1991
87,488,Butler Manufacturing,565.7,8.2,1991
88,489,Wisconsin Dairies Cooperative,563.1,N.A.,1991
89,490,Joy Technologies,562.6,-11.9,1991
90,491,Pope & Talbot,562.5,19.8,1991
91,492,Goulds Pumps,558.6,30.6,1991
92,493,Albany International,558.1,7.6,1991
93,494,Harman Intl. Industries,556.7,14.1,1991
94,495,Dixie Yarns,556.2,7.5,1991
95,496,Westmoreland Coal,556.2,12.5,1991
96,497,Oxford Industries,550.4,7.9,1991
97,498,Barnes Group,550.0,16.8,1991
98,499,Tredegar Industries,547.5,-24.7,1991
99,500,Guilford Mills,546.3,-8.0,1991
0,1,General Motors,123780.1,-4452.8,1992
1,2,Exxon Mobil,103242.0,5600.0,1992
2,3,Ford Motor,88962.8,-2258.0,1992
3,4,Intl. Business Machines,65394.0,-2827.0,1992
4,5,General Electric,60236.0,2636.0,1992
5,6,Mobil,56910.0,1920.0,1992
6,7,Altria Group,48109.0,3006.0,1992
7,8,DuPont,38031.0,1403.0,1992
8,9,Texaco,37551.0,1294.0,1992
9,10,ChevronTexaco,36795.0,1293.0,1992
10,11,Chrysler,29370.0,-795.0,1992
11,12,Boeing,29314.0,1567.0,1992
12,13,Procter & Gamble,27406.0,1773.0,1992
13,14,Amoco,25604.0,1484.0,1992
14,15,Shell Oil,22201.0,20.0,1992
15,16,United Technologies,21262.0,-1021.0,1992
16,17,PepsiCo,19771.2,1080.2,1992
17,18,Eastman Kodak,19649.0,17.0,1992
18,19,ConAgra Foods,19504.7,311.2,1992
19,20,Dow Chemical,19305.0,942.0,1992
20,21,McDonnell Douglas,18718.0,423.0,1992
21,22,Xerox,17830.0,454.0,1992
22,23,Atlantic Richfield,17683.0,709.0,1992
23,24,Marathon Oil,17163.0,-578.0,1992
24,25,Nabisco Group Holdings,14989.0,368.0,1992
25,26,Hewlett-Packard,14541.0,755.0,1992
26,27,Tenneco Automotive,14035.0,-732.0,1992
27,28,Digital Equipment,14024.2,-617.4,1992
28,29,3M,13340.0,1154.0,1992
29,30,ConocoPhillips,13216.0,258.0,1992
30,31,CBS,12794.0,-1086.0,1992
31,32,International Paper,12703.0,184.0,1992
32,33,Sara Lee,12456.3,535.0,1992
33,34,Johnson & Johnson,12447.0,1461.0,1992
34,35,Rockwell Automation,12027.9,600.5,1992
35,36,Honeywell Intl.,11882.0,-273.0,1992
36,37,Coca-Cola,11571.6,1618.0,1992
37,38,Georgia-Pacific,11524.0,-142.0,1992
38,39,Motorola,11341.0,454.0,1992
39,40,Bristol-Myers Squibb,11298.0,2056.0,1992
40,41,Goodyear Tire & Rubber,11046.1,96.6,1992
41,42,Anheuser-Busch,10996.3,939.8,1992
42,43,Occidental Petroleum,10304.8,459.9,1992
43,44,Sunoco,10246.0,-387.0,1992
44,45,Caterpillar,10182.0,-404.0,1992
45,46,Alcoa,9981.2,62.7,1992
46,47,Lockheed Martin,9809.0,308.0,1992
47,48,Unocal,9780.0,73.0,1992
48,49,Coastal,9602.8,96.3,1992
49,50,General Dynamics,9548.0,505.0,1992
50,51,Raytheon,9355.5,591.8,1992
51,52,Ashland,9322.4,145.0,1992
52,53,Monsanto,8929.0,296.0,1992
53,54,Citgo Petroleum,8921.9,135.7,1992
54,55,Baxter International,8921.0,591.0,1992
55,56,Unilever U.S.,8855.1,N.A.,1992
56,57,Merck,8765.2,2121.7,1992
57,58,Weyerhaeuser,8724.8,-161.9,1992
58,59,Unisys,8696.1,-1393.3,1992
59,60,Archer Daniels Midland,8567.7,466.7,1992
60,61,Fortune Brands,8379.0,806.1,1992
61,62,TRW,7913.0,-140.0,1992
62,63,Textron,7840.1,299.5,1992
63,64,Emerson Electric,7427.0,631.9,1992
64,65,Ralston Purina,7394.2,391.9,1992
65,66,Union Carbide,7346.0,-28.0,1992
66,67,Borden Chemical,7235.1,294.9,1992
67,68,General Mills,7153.2,472.7,1992
68,69,Pfizer,7143.8,722.1,1992
69,70,Hanson Industries NA,7103.7,660.2,1992
70,71,Wyeth,7102.8,1375.3,1992
71,72,Deere,7055.2,-20.2,1992
72,73,Sealed Air,6949.1,218.6,1992
73,74,Abbott Laboratories,6921.7,1088.7,1992
74,75,Hoechst Celanese,6856.0,172.0,1992
75,76,Kimberly-Clark,6830.0,508.3,1992
76,77,Texas Instruments,6812.0,-409.0,1992
77,78,Whirlpool,6770.0,170.0,1992
78,79,H.J. Heinz,6682.1,568.0,1992
79,80,Amerada Hess,6416.3,84.3,1992
80,81,Apple Computer,6308.8,309.8,1992
81,82,Campbell Soup,6230.1,401.5,1992
82,83,Honeywell,6220.9,331.1,1992
83,84,Bestfoods,6200.0,372.7,1992
84,85,Bayer Corporation,6197.4,101.0,1992
85,86,Cooper Industries,6162.6,393.2,1992
86,87,LTV,6117.3,74.1,1992
87,88,Martin Marietta,6102.1,313.1,1992
88,89,Quaker Oats,6101.2,205.8,1992
89,90,Colgate-Palmolive,6093.7,124.9,1992
90,91,North American Philips,6064.6,8.1,1992
91,92,Kellogg,5786.6,606.0,1992
92,93,Reynolds Metals,5784.5,154.1,1992
93,94,Lyondell Chemical,5743.0,222.0,1992
94,95,Eli Lilly,5725.7,1314.7,1992
95,96,PPG Industries,5725.2,276.2,1992
96,97,Northrop Grumman,5705.5,200.8,1992
